Fri,Mon,Sat,Thu,Tue,Wed,building,call,name,number,room
,,,,,,,68737,MASTERS THESIS Section 020,Mechanical Engineering E8020,
,,,,,,,74784,GRADUATE RESEARCH AND STUDY II Section 001,Mechanical Engineering E9001,
,,,,,,,61641,GRADUATE RESEARCH AND STUDY II Section 002,Mechanical Engineering E9001,
,,,,,,,20180,GRADUATE RESEARCH AND STUDY II Section 003,Mechanical Engineering E9001,
,,,,,,,66561,GRADUATE RESEARCH AND STUDY II Section 004,Mechanical Engineering E9001,
,,,,,,,29204,GRADUATE RESEARCH AND STUDY II Section 005,Mechanical Engineering E9001,
,,,,,,,65744,GRADUATE RESEARCH AND STUDY II Section 006,Mechanical Engineering E9001,
,,,,,,,16330,GRADUATE RESEARCH AND STUDY II Section 007,Mechanical Engineering E9001,
,,,,,,,73254,GRADUATE RESEARCH AND STUDY II Section 008,Mechanical Engineering E9001,
,,,,,,,60486,GRADUATE RESEARCH AND STUDY II Section 009,Mechanical Engineering E9001,
,,,,,,,67163,GRADUATE RESEARCH AND STUDY II Section 010,Mechanical Engineering E9001,
,,,,,,,25188,GRADUATE RESEARCH AND STUDY II Section 011,Mechanical Engineering E9001,
,,,,,,,13231,GRADUATE RESEARCH AND STUDY II Section 012,Mechanical Engineering E9001,
,,,,,,,15436,GRADUATE RESEARCH AND STUDY II Section 013,Mechanical Engineering E9001,
,,,,,,,72486,GRADUATE RESEARCH AND STUDY II Section 014,Mechanical Engineering E9001,
,,,,,,,15613,GRADUATE RESEARCH AND STUDY II Section 015,Mechanical Engineering E9001,
,,,,,,,60737,GRADUATE RESEARCH AND STUDY II Section 016,Mechanical Engineering E9001,
,,,,,,,65725,GRADUATE RESEARCH AND STUDY II Section 017,Mechanical Engineering E9001,
,,,,,,,27129,GRADUATE RESEARCH AND STUDY II Section 018,Mechanical Engineering E9001,
,,,,,,,74330,GRADUATE RESEARCH AND STUDY II Section 019,Mechanical Engineering E9001,
,,,,,,,61565,GRADUATE RESEARCH AND STUDY II Section 020,Mechanical Engineering E9001,
,,,,,,,22428,GRADUATE SEMINAR Section 001,Mechanical Engineering E9500,
,,,,,,,62078,DOCTORAL RESEARCH INSTRUCTION Section 001,Mechanical Engineering E9800,
,,,,,,,28209,DOCTORAL RESEARCH INSTRUCTION Section 002,Mechanical Engineering E9800,
,,,,,,,73264,DOCTORAL RESEARCH INSTRUCTION Section 003,Mechanical Engineering E9800,
,,,,,,,63720,DOCTORAL RESEARCH INSTRUCTION Section 004,Mechanical Engineering E9800,
,,,,,,,69873,DOCTORAL RESEARCH INSTRUCTION Section 005,Mechanical Engineering E9800,
,,,,,,,19022,DOCTORAL RESEARCH INSTRUCTION Section 006,Mechanical Engineering E9800,
,,,,,,,71762,DOCTORAL RESEARCH INSTRUCTION Section 007,Mechanical Engineering E9800,
,,,,,,,66166,DOCTORAL RESEARCH INSTRUCTION Section 008,Mechanical Engineering E9800,
,,,,,,,21858,DOCTORAL RESEARCH INSTRUCTION Section 009,Mechanical Engineering E9800,
,,,,,,,76521,DOCTORAL RESEARCH INSTRUCTION Section 010,Mechanical Engineering E9800,
,,,,,,,63641,DOCTORAL RESEARCH INSTRUCTION Section 011,Mechanical Engineering E9800,
,,,,,,,14220,DOCTORAL RESEARCH INSTRUCTION Section 012,Mechanical Engineering E9800,
,,,,,,,65219,DOCTORAL RESEARCH INSTRUCTION Section 013,Mechanical Engineering E9800,
,,,,,,,67396,DOCTORAL RESEARCH INSTRUCTION Section 014,Mechanical Engineering E9800,
,,,,,,,63091,DOCTORAL RESEARCH INSTRUCTION Section 015,Mechanical Engineering E9800,
,,,,,,,70113,DOCTORAL RESEARCH INSTRUCTION Section 016,Mechanical Engineering E9800,
,,,,,,,25242,DOCTORAL RESEARCH INSTRUCTION Section 017,Mechanical Engineering E9800,
,,,,,,,66348,DOCTORAL RESEARCH INSTRUCTION Section 018,Mechanical Engineering E9800,
,,,,,,,14347,DOCTORAL RESEARCH INSTRUCTION Section 019,Mechanical Engineering E9800,
,,,,,,,28648,DOCTORAL RESEARCH INSTRUCTION Section 020,Mechanical Engineering E9800,
,,,,,,,13461,DOCTORAL DISSERTATION Section 001,Mechanical Engineering E9900,
,,,,,,,11739,DOCTORAL DISSERTATION Section 002,Mechanical Engineering E9900,
,,,,,,,15398,DOCTORAL DISSERTATION Section 003,Mechanical Engineering E9900,
,,,,,,,24182,DOCTORAL DISSERTATION Section 004,Mechanical Engineering E9900,
,,,,,,,75942,DOCTORAL DISSERTATION Section 005,Mechanical Engineering E9900,
,,,,,,,69486,DOCTORAL DISSERTATION Section 006,Mechanical Engineering E9900,
,,,,,,,72973,DOCTORAL DISSERTATION Section 007,Mechanical Engineering E9900,
,,,,,,,22281,DOCTORAL DISSERTATION Section 008,Mechanical Engineering E9900,
,,,,,,,74558,DOCTORAL DISSERTATION Section 009,Mechanical Engineering E9900,
,,,,,,,76012,DOCTORAL DISSERTATION Section 010,Mechanical Engineering E9900,
,,,,,,,71312,DOCTORAL DISSERTATION Section 011,Mechanical Engineering E9900,
,,,,,,,18339,DOCTORAL DISSERTATION Section 012,Mechanical Engineering E9900,
,,,,,,,10681,DOCTORAL DISSERTATION Section 013,Mechanical Engineering E9900,
,,,,,,,61767,DOCTORAL DISSERTATION Section 014,Mechanical Engineering E9900,
,,,,,,,62356,DOCTORAL DISSERTATION Section 015,Mechanical Engineering E9900,
,,,,,,,29073,DOCTORAL DISSERTATION Section 016,Mechanical Engineering E9900,
,,,,,,,63370,DOCTORAL DISSERTATION Section 017,Mechanical Engineering E9900,
,,,,,,,65253,DOCTORAL DISSERTATION Section 018,Mechanical Engineering E9900,
,,,,,,,17173,DOCTORAL DISSERTATION Section 019,Mechanical Engineering E9900,
,,,,,,,14786,DOCTORAL DISSERTATION Section 020,Mechanical Engineering E9900,
,,,,,,,16557,EVIDENCE BASED MED ADVANCED CLERKSHIP Section 010,Medicine N29P_,
,,,,,,,23297,EVIDENCE BASED MED ADVANCED CLERKSHIP Section 011,Medicine N29P_,
,,,,,,,98652,EVIDENCE BASED MED ADVANCED CLERKSHIP Section 012,Medicine N29P_,
,,,,,,,65734,MEDICINE EDUCATION RESEARCH Section 001,Medicine N950P,
,,,,,,,22393,MEDICINE EDUCATION RESEARCH Section 003,Medicine N950P,
,,,,,,,13482,MEDICINE EDUCATION RESEARCH Section 004,Medicine N950P,
,,,,,,,73430,MEDICINE EDUCATION RESEARCH Section 005,Medicine N950P,
,,,,,,,64518,MEDICINE EDUCATION RESEARCH Section 006,Medicine N950P,
,,,,,,,62223,MEDICINE EDUCATION RESEARCH Section 007,Medicine N950P,
,,,,,,,12266,MEDICINE EDUCATION RESEARCH Section 008,Medicine N950P,
,,,,,,,62954,MEDICINE EDUCATION RESEARCH Section 009,Medicine N950P,
,,,,,,,63303,MEDICINE EDUCATION RESEARCH Section 010,Medicine N950P,
,,,,,,,63563,MEDICINE EDUCATION RESEARCH Section 011,Medicine N950P,
,,,,,,,65854,MEDICINE EDUCATION RESEARCH Section 012,Medicine N950P,
,,,,,,,61785,FOUNDATIONS OF CLINICAL MEDICINE II Section 081,Medicine (MEDI) M5107,
,,,,,,,87191,FNDATION CLINICAL MED: TUTORIALS Section 081,Medicine (MEDI) M5207,
,,,,,,,73499,MEDICINE CLERKSHIP Section 001,Medicine (MEDI) M7201,
,,,,,,,82200,MEDICINE CLERKSHIP Section 002,Medicine (MEDI) M7201,
,,,,,,,14037,MEDICINE CLERKSHIP Section 003,Medicine (MEDI) M7201,
,,,,,,,28045,MEDICINE CLERKSHIP Section 004,Medicine (MEDI) M7201,
,,,,,,,76150,MEDICINE CLERKSHIP II Section 001,Medicine (MEDI) M7202,
,,,,,,,24788,MEDICINE CLERKSHIP II Section 002,Medicine (MEDI) M7202,
,,,,,,,22209,MEDICINE CLERKSHIP II Section 003,Medicine (MEDI) M7202,
,,,,,,,81793,MEDICINE CLERKSHIP II Section 004,Medicine (MEDI) M7202,
,,,,,,,76851,SELECTIVE Section 001,Medicine (MEDI) M7203,
,,,,,,,77361,FOUNDATION CLIN MED: MCY Section 001,Medicine (MEDI) M7205,
,,,,,,,11484,READY 4 RESIDENCY Section 003,Medicine (MEDI) N8000,
,,,,,,,12548,READY 4 RESIDENCY Section 004,Medicine (MEDI) N8000,
,,,,,,,22899,BACK TO INFECTIOUS DISEASES Section 003,Medicine (MEDI) N8001,
,,,,,,,28601,BACK TO INFECTIOUS DISEASES Section 004,Medicine (MEDI) N8001,
,,,5:30pm-7:30pm,,,Armand Hammer Health Sciences Center,87533,Funding and Grantsmanship for Research and Career Development Activities Section 001,Medicine (MEDI) M9780,312
,,,,,,,23197,MEDIEVAL & RENAISSANCE PHIL II Section 001,Medieval and Renaissance Studies (MRST) G6021,
,,,,,,,97950,MEDIEVAL & RENAISSANCE PHIL II Section 002,Medieval and Renaissance Studies (MRST) G6021,
,,,,,,,17697,MA THESIS Section 001,Medieval and Renaissance Studies (MRST) G6999,
,,,1:30pm-3:00pm,1:30pm-3:00pm,,Armand Hammer Health Sciences Center,63053,GRADUATE IMMUNOLOGY Section 001,Microbiology G4020,1307
,12:00pm-1:30pm,,,,,Armand Hammer Health Sciences Center,63747,INTRO TO COMPUTATIONAL BIOLOGY Section 001,Microbiology G4120,1307
,,,2:00pm-4:00pm,,,Armand Hammer Health Sciences Center,92114,ADVNCD TPCS IN MICROBIOLOGY II Section 001,Microbiology G6056,1212
,,,,,12:00pm-1:00pm,Armand Hammer Health Sciences Center,13289,SEM-MICROBIOL & IMMUNOLOGY II Section 001,Microbiology G9302,301
,,,,,,,90955,RES-MICROBIOL & IMMUNOLOGY II Section 001,Microbiology G9502,
,2:10pm-4:00pm,,,,2:10pm-4:00pm,International Affairs Building,25510,ELEMENTARY TAMIL II Section 001,Middle East UN1102,352C
,10:10am-11:15am,,10:10am-11:15am,10:10am-11:15am,10:10am-11:15am,Knox Hall,27998,FIRST YEAR ARABIC I Section 001,Middle East W1210,116
,10:10am-11:15am,,,,10:10am-11:15am,Knox Hall,16001,FIRST YEAR ARABIC I Section 002,Middle East W1210,103
,11:40am-12:45pm,,11:40am-12:45pm,11:40am-12:45pm,11:40am-12:45pm,Knox Hall,73783,FIRST YEAR ARABIC II Section 001,Middle East W1211,101
,8:50am-9:55am,,8:50am-9:55am,8:50am-9:55am,8:50am-9:55am,Knox Hall,26554,FIRST YEAR ARABIC II Section 002,Middle East W1211,101
,4:10pm-5:15pm,,4:10pm-5:15pm,4:10pm-5:15pm,4:10pm-5:15pm,Knox Hall,75922,FIRST YEAR ARABIC II Section 003,Middle East W1211,101
,2:40pm-3:45pm,,2:40pm-3:45pm,2:40pm-3:45pm,2:40pm-3:45pm,Knox Hall,15362,SECOND YEAR ARABIC I Section 001,Middle East W1214,103
,2:40pm-3:45pm,,2:40pm-3:45pm,2:40pm-3:45pm,2:40pm-3:45pm,Knox Hall,63978,SECOND YEAR ARABIC II Section 001,Middle East W1215,101
,10:10am-11:15am,,10:10am-11:15am,10:10am-11:15am,10:10am-11:15am,Knox Hall,62993,SECOND YEAR ARABIC II Section 002,Middle East W1215,114
,4:10pm-5:15pm,,4:10pm-5:15pm,4:10pm-5:15pm,4:10pm-5:15pm,Knox Hall,65659,SECOND YEAR ARABIC II Section 003,Middle East W1215,114
,,,4:10pm-6:00pm,,,Knox Hall,84281,LITERARY MODERNITIES Section 001,Middle East UN1220,104
,4:10pm-6:00pm,,,,4:10pm-6:00pm,Knox Hall,73139,ELEMENTARY ARMENIAN II Section 001,Middle East W1311,311
,,,4:10pm-6:00pm,4:10pm-6:00pm,,Knox Hall,71517,INTERMEDIATE ARMENIAN II Section 001,Middle East W1313,311
,9:10am-10:00am,,9:10am-10:00am,9:10am-10:00am,9:10am-10:00am,Knox Hall,60845,ELEMENTARY SANSKRIT II Section 001,Middle East W1402,114
,,,10:10am-12:00pm,10:10am-12:00pm,,Hamilton Hall,21686,INTERMEDIATE SANSKRIT II Section 001,Middle East W1405,404
,11:40am-12:45pm,,11:40am-12:45pm,11:40am-12:45pm,11:40am-12:45pm,Knox Hall,13925,1ST YR MOD HEBREW:ELEM II Section 001,Middle East W1511,114
,1:10pm-2:15pm,,1:10pm-2:15pm,1:10pm-2:15pm,1:10pm-2:15pm,Knox Hall,69062,1ST YR MOD HEBREW:ELEM II Section 002,Middle East W1511,116
,2:40pm-3:45pm,,2:40pm-3:45pm,2:40pm-3:45pm,2:40pm-3:45pm,Knox Hall,20330,HINDI FOR HERITAGE SPEAKERS II Section 001,Middle East W1609,104
,11:40am-12:45pm,,11:40am-12:45pm,11:40am-12:45pm,11:40am-12:45pm,Union Theological Seminary,86780,HINDI FOR HERITAGE SPEAKERS II Section 002,Middle East W1609,A34
,1:10pm-2:15pm,,1:10pm-2:15pm,1:10pm-2:15pm,1:10pm-2:15pm,Knox Hall,72836,ELEMENTARY HINDI-URDU II Section 001,Middle East UN1611,101
,4:10pm-5:15pm,,4:10pm-5:15pm,4:10pm-5:15pm,4:10pm-5:15pm,Knox Hall,28707,ELEMENTARY HINDI-URDU II Section 002,Middle East UN1611,C01
,2:40pm-3:45pm,,2:40pm-3:45pm,2:40pm-3:45pm,2:40pm-3:45pm,Knox Hall,77097,URDU FOR HERITAGE SPEAKERS Section 001,Middle East UN1615,116
9:00am-11:00am,,,,,,Dodge Hall,15624,WORLD MUSIC ENSEMBLE Section 006,Middle East 81626,814
,10:10am-11:00am,,10:10am-11:00am,10:10am-11:00am,10:10am-11:00am,Knox Hall,74810,ELEMENTARY PERSIAN II Section 001,Middle East UN1711,C01
,9:10am-10:00am,,9:10am-10:00am,9:10am-10:00am,9:10am-10:00am,Knox Hall,62839,ELEMENTARY MODERN TURKISH II Section 001,Middle East UN1911,104
,,,2:10pm-4:00pm,2:10pm-4:00pm,,International Affairs Building,73349,INTERMEDIATE TAMIL II Section 001,Middle East UN2102,352C
,8:50am-9:55am,,8:50am-9:55am,8:50am-9:55am,8:50am-9:55am,Knox Hall,70814,ARABIC HERITAGE SPEAKERS II Section 001,Middle East UN2209,116
,10:10am-11:15am,,10:10am-11:15am,10:10am-11:15am,10:10am-11:15am,Knox Hall,13531,2ND YR MOD HEBREW:INTER II Section 001,Middle East UN2502,104
,11:40am-12:45pm,,11:40am-12:45pm,11:40am-12:45pm,11:40am-12:45pm,Knox Hall,27538,2ND YR MOD HEBREW:INTER II Section 002,Middle East UN2502,C01
,1:10pm-2:00pm,,1:10pm-2:00pm,1:10pm-2:00pm,1:10pm-2:00pm,Knox Hall,75520,HEBREW FOR HERITAGE SPEAKERS Section 001,Middle East UN2518,114
,4:10pm-5:15pm,,4:10pm-5:15pm,4:10pm-5:15pm,4:10pm-5:15pm,Knox Hall,79532,INTERMEDIATE HINDI-URDU II Section 001,Middle East UN2602,116
,12:10pm-2:00pm,,,,12:10pm-2:00pm,Union Theological Seminary,19169,INTERMEDIATE PERSIAN II Section 001,Middle East UN2702,300
,10:10am-11:00am,,10:10am-11:00am,10:10am-11:00am,10:10am-11:00am,Knox Hall,24592,INTERMEDIATE MODERN TURKISH II Section 001,Middle East UN2902,101
,,,,,,,65479,SUPERVISED READINGS II Section 001,Middle East UN3002,
,,,1:10pm-2:25pm,1:10pm-2:25pm,,Pupin Laboratories,98200,ISLAM IN SOUTH ASIA Section 001,Middle East UN3004,214
,,,2:40pm-3:55pm,2:40pm-3:55pm,,Seeley W. Mudd Building,21693,PALESTINIAN-ISRAELI POLIT/SOC Section 001,Middle East UN3042,627
,,,,,7:10pm-8:00pm,Knox Hall,13581,PALESTINIAN-ISRAELI POL/SOC DS Section 001,Middle East UN3043,104
,,,6:10pm-7:00pm,,,Knox Hall,13473,PALESTINIAN-ISRAELI POL/SOC DS Section 002,Middle East UN3043,104
,,,11:40am-12:55pm,11:40am-12:55pm,,Hamilton Hall,91446,LITERATURE&CULTURES OF STRUGGLE IN S.AFR Section 001,Middle East UN3121,503
,,,10:10am-11:25am,10:10am-11:25am,,Sherman Fairchild Life Sciences Building,82531,RETHINKING MIDDLE EAST POLITCS Section 001,Middle East UN3260,601
,,,12:10pm-1:00pm,,,Hamilton Hall,12546,RETHINKING MIDDLE EAST POL-DIS Section 001,Middle East UN3261,313
,,,1:10pm-2:00pm,,,Knox Hall,17048,RETHINKING MIDDLE EAST POL-DIS Section 002,Middle East UN3261,C01
,,,2:10pm-3:00pm,,,Knox Hall,21000,RETHINKING MIDDLE EAST POL-DIS Section 003,Middle East UN3261,112
,,,6:10pm-7:00pm,,,Knox Hall,23146,RETHINKING MIDDLE EAST POL-DIS Section 004,Middle East UN3261,101
,12:10pm-1:00pm,,,,,Knox Hall,14702,RETHINKING MIDDLE EAST POL-DIS Section 005,Middle East UN3261,112
,1:10pm-2:00pm,,,,,Northwest Corner Building,10288,RETHINKING MIDDLE EAST POL-DIS Section 006,Middle East UN3261,502
,,,10:10am-11:25am,10:10am-11:25am,,Knox Hall,12532,VISUAL CULTRS-MOD SOUTH ASIA Section 001,Middle East UN3644,103
,,,,,2:10pm-4:00pm,Pupin Laboratories,21477,HONORS THESIS SEMINAR Section 001,Middle East UN3960,224
,,,4:10pm-6:00pm,4:10pm-6:00pm,,International Affairs Building,73462,ADVANCED TAMIL II Section 001,Middle East GU4119,352C
,,,,4:10pm-6:00pm,,Knox Hall,25284,INTRODUCTION TO AFRICAN PHILOSOPHY Section 001,Middle East GU4150,104
,8:50am-9:55am,,8:50am-9:55am,8:50am-9:55am,8:50am-9:55am,Knox Hall,29226,THIRD YEAR ARABIC II Section 001,Middle East W4211,C01
,11:40am-12:45pm,,11:40am-12:45pm,11:40am-12:45pm,11:40am-12:45pm,Knox Hall,67697,THIRD YEAR ARABIC II Section 002,Middle East W4211,116
,10:10am-12:00pm,,,,10:10am-12:00pm,Knox Hall,68909,FOURTH YEAR MODERN ARABIC II Section 001,Middle East W4213,112
,1:10pm-2:25pm,,,,1:10pm-2:25pm,Knox Hall,74638,ADVANCED ARABIC GRAMMAR REVIEW Section 001,Middle East W4216,112
,4:10pm-6:00pm,,,,,Pupin Laboratories,11036,"JERUSALEM:SACRED,IMAGINARY,WORLD Section 001",Middle East GU4257,325
,,,10:10am-11:25am,10:10am-11:25am,,Sherman Fairchild Life Sciences Building,10033,RETHINKING MIDDLE EAST POLITCS Section 001,Middle East GU4260,601
,,,6:10pm-7:00pm,,,Knox Hall,62999,RETHINKING MIDDLE EAST POL-DIS Section 001,Middle East GU4262,112
,1:10pm-2:25pm,,,,1:10pm-2:25pm,Knox Hall,75780,"WAR,GENOCIDE,& AFTERMATH COMP PERSPECTIV Section 001",Middle East GU4357,C01
,12:10pm-2:00pm,,,,12:10pm-2:00pm,Knox Hall,63422,READINGS IN HEBREW TEXTS II Section 001,Middle East GU4502,103
,2:10pm-4:00pm,,,,2:10pm-4:00pm,Knox Hall,74417,3RD YR MODERN HEBREW II Section 001,Middle East GU4511,114
,,,10:10am-12:00pm,10:10am-12:00pm,,Knox Hall,20967,ADVANCED HINDI II Section 001,Middle East W4625,112
,,,,,2:10pm-4:00pm,Knox Hall,19291,Translation: Premodern India Section 001,Middle East GU4630,318
,,,6:10pm-8:00pm,6:10pm-8:00pm,,Knox Hall,29598,READINGS IN URDU LIT II Section 001,Middle East W4636,116
,2:10pm-4:00pm,,,,2:10pm-4:00pm,Union Theological Seminary,68656,ADVANCED PERSIAN II Section 001,Middle East W4711,300
,,,12:10pm-2:00pm,12:10pm-2:00pm,,Knox Hall,72018,ADVANCED SANSKRIT II Section 001,Middle East UN4812,418
,,,11:40am-12:55pm,11:40am-12:55pm,,Knox Hall,70643,ADVANCED TURKISH II Section 001,Middle East W4911,103
,11:40am-12:55pm,,,,11:40am-12:55pm,Knox Hall,76880,ELEMENTARY OTTOMAN TURKISH II Section 001,Middle East GU4922,104
,11:40am-12:55pm,,,,11:40am-12:55pm,Knox Hall,70407,READINGS IN OTTOMAN TEXTS II Section 001,Middle East GU4927,313
,,,12:10pm-2:00pm,,,Knox Hall,18309,THEORY AND METHODS II Section 001,Middle East GR5001,112
,,,4:10pm-6:00pm,,,Knox Hall,72763,MESAAS RESEARCH WORKSHOP Section 001,Middle East GR6009,208
,,,,,,,60285,SUPERVISED READING II Section 001,Middle East GR8001,
,,,12:10pm-2:00pm,,,Knox Hall,61116,DISSERTATION COLLOQUIUM Section 001,Middle East GR8008,403
,,,,4:10pm-6:00pm,,Knox Hall,25948,"PSYCHOANALYSIS, IDENTITY, CULT Section 001",Middle East GR8206,207
,,,,,,,14547,SUPERVISED INDIVIDUAL RESEARCH Section 001,Modern European Studies G4999,
,2:10pm-4:00pm,,,,,Sherman Fairchild Life Sciences Building,76550,EUROPEAN STUDIES MASTERS COLL Section 001,Modern European Studies GR6100,601C
,4:10pm-5:25pm,,,,4:10pm-5:25pm,Dodge Hall,62928,FUNDAMENTALS OF MUSIC Section 001,Music UN1002,622
,,,4:10pm-5:25pm,4:10pm-5:25pm,,Dodge Hall,63777,FUNDAMENTALS OF MUSIC Section 002,Music UN1002,814
,2:40pm-3:55pm,,,,2:40pm-3:55pm,Milbank Hall (Barnard),4952,AN INTRODUCTION TO MUSIC II Section 001,Music BC1002,325
,,,8:40am-9:55am,8:40am-9:55am,,Milbank Hall (Barnard),4976,AN INTRODUCTION TO MUSIC II Section 002,Music BC1002,325
,12:10pm-1:00pm,,,,12:10pm-1:00pm,Dodge Hall,77473,INTRODUCTORY EAR-TRAINING Section 001,Music UN1312,404
,,,3:10pm-4:00pm,3:10pm-4:00pm,,Dodge Hall,26708,INTRODUCTORY EAR-TRAINING Section 002,Music UN1312,814
,,,,,,,88098,EARLY INSTRUMENTS Section 101,Music UN1501,
,,,,,,,92248,EARLY INSTRUMENTS Section 102,Music UN1501,
,,,,,,,4991,VOICE INSTRUCTION Section 001,Music BC1502,
,,,,,,,23444,ORGAN INSTRUCTION II Section 101,Music UN1510,
,,,,,,,73516,INTRODUCTION TO PIANO I Section 101,Music UN1514,
,,,,,,,61573,INTRODUCTION TO PIANO I Section 102,Music UN1514,
,,,,,,,64392,INTRODUCTION TO PIANO I Section 103,Music UN1514,
,,,,,,,62650,ELEMENTARY PIANO INSTRUCTN II Section 101,Music UN1516,
,,,,,,,62003,ELEMENTARY PIANO INSTRUCTN II Section 102,Music UN1516,
,,,,,,,72502,ELEMENTARY PIANO INSTRUCTN II Section 103,Music UN1516,
,,,,,,,70791,KEYBOARD HARMONY/MUSICIANSHIP Section 101,Music UN1518,
,,,,,,,71924,INSTRUMENTAL INSTRUCTION II Section 101,Music UN1526,
,,,,,,,10019,INSTRUMENTAL INSTRUCTION II Section 102,Music UN1526,
,,,,,,,73217,INSTRUMENTAL INSTRUCTION II Section 103,Music UN1526,
,,,,,,,60174,INSTRUMENTAL INSTRUCTION II Section 104,Music UN1526,
,,,,,,,24216,INSTRUMENTAL INSTRUCTION II Section 105,Music UN1526,
,,,,,,,64593,INSTRUMENTAL INSTRUCTION II Section 106,Music UN1526,
,,,,,,,62224,INSTRUMENTAL INSTRUCTION II Section 107,Music UN1526,
,,,,,,,63862,INSTRUMENTAL INSTRUCTION II Section 108,Music UN1526,
,,,,,,,71959,INSTRUMENTAL INSTRUCTION II Section 109,Music UN1526,
,,,,,,,28350,INSTRUMENTAL INSTRUCTION II Section 110,Music UN1526,
,,,,,,,65635,INSTRUMENTAL INSTRUCTION II Section 111,Music UN1526,
,,,,,,,62301,INSTRUMENTAL INSTRUCTION II Section 112,Music UN1526,
,,,,,,,69984,INSTRUMENTAL INSTRUCTION II Section 113,Music UN1526,
,,,,,,,18106,INSTRUMENTAL INSTRUCTION II Section 114,Music UN1526,
,,,,,,,69753,INSTRUMENTAL INSTRUCTION II Section 115,Music UN1526,
,,,,,,,65533,INSTRUMENTAL INSTRUCTION II Section 116,Music UN1526,
,,,,,,,13612,INSTRUMENTAL INSTRUCTION II Section 117,Music UN1526,
,,,,,,,63170,INSTRUMENTAL INSTRUCTION II Section 118,Music UN1526,
,,,,,,,66015,INSTRUMENTAL INSTRUCTION II Section 119,Music UN1526,
,,,,,,,66448,INSTRUMENTAL INSTRUCTION II Section 120,Music UN1526,
,,,,,,,26806,INSTRUMENTAL INSTRUCTION II Section 121,Music UN1526,
,,,,,,,69604,INSTRUMENTAL INSTRUCTION II Section 122,Music UN1526,
,,,,,,,74283,INSTRUMENTAL INSTRUCTION II Section 123,Music UN1526,
,,,,,,,11986,INSTRUMENTAL INSTRUCTION II Section 124,Music UN1526,
,,,,,,,73965,INSTRUMENTAL INSTRUCTION II Section 125,Music UN1526,
,,,,,,,20296,INSTRUMENTAL INSTRUCTION II Section 126,Music UN1526,
,,,,,,,24948,INSTRUMENTAL INSTRUCTION II Section 127,Music UN1526,
,,,,,,,61222,INSTRUMENTAL INSTRUCTION II Section 128,Music UN1526,
,,,,,,,77551,INSTRUMENTAL INSTRUCTION II Section 129,Music UN1526,
